Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/11 11:20:18 PM GMT+5:30,31,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,3,No,Always,Found a better price elsewhere,Never,Yes,Rarely,Sometimes,5,No,2,5,Customer service,Nil,114383
2023/06/05 8:50:24 PM GMT+5:30,58,Prefer not to say,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,5,Yes,5,2,Customer service ,Nil,302816
2023/06/05 2:21:37 PM GMT+5:30,55,Others,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,First page,3,Maybe,Never,Found a better price elsewhere,Never,No,Rarely,No,1,Yes,4,4,Product recommendations,User interface of app,439504
2023/06/05 4:52:12 PM GMT+5:30,4,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,others,Multiple pages,2,No,Always,Found a better price elsewhere,Always,No,Rarely,No,3,Sometimes,3,1,.,No problems with Amazon,628751
2023/06/06 8:57:23 PM GMT+5:30,19,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,1,Yes,Always,High shipping costs,Always,No,Occasionally,Sometimes,4,Sometimes,3,1,Wide product selection,Reducing packaging waste,247361
2023/06/08 7:46:31 PM GMT+5:30,7,Prefer not to say,Few times a month,Clothing and Fashion;others,Sometimes,Few times a month,Filter,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,3,Yes,3,2,User-friendly website/app interface,User interface ,886981
2023/06/07 11:03:50 PM GMT+5:30,61,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,others,Multiple pages,2,No,Sometimes,others,Sometimes,No,Occasionally,Yes,3,Yes,5,2,Competitive prices,User interface ,656408
2023/06/07 10:10:26 PM GMT+5:30,57,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,nan,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,2,Sometimes,5,4,Wide product selection,Customer service responsiveness,427542
2023/06/08 10:38:51 PM GMT+5:30,64,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,4,Sometimes,1,1,Customer service ,User interface ,362191
2023/06/07 10:10:58 PM GMT+5:30,53,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,nan,Multiple pages,4,Yes,Often,others,Rarely,No,Rarely,Sometimes,2,Sometimes,3,1,Wide product selection,I don't have any problem with Amazon,571061
2023/06/07 2:23:02 PM GMT+5:30,53,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Keyword,First page,1,Yes,Always,others,Always,Yes,Rarely,No,2,Yes,3,3,.,Reducing packaging waste,150601
2023/06/07 9:23:39 PM GMT+5:30,18,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,First page,1,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,2,No,5,5,.,Quality of product is very poor according to the big offers,422858
2023/06/08 5:46:49 PM GMT+5:30,28,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,First page,3,No,Never,others,Always,Yes,Occasionally,Sometimes,2,Yes,4,5,Competitive prices,.,244353
2023/06/05 2:17:45 PM GMT+5:30,67,Others,Once a week,Home and Kitchen,Yes,Rarely,nan,Multiple pages,4,Yes,Rarely,High shipping costs,Rarely,Yes,Rarely,No,3,Yes,2,4,Quick delivery,Nothing,188201
2023/06/11 10:49:05 PM GMT+5:30,32,Male,Once a month,Home and Kitchen,Sometimes,Few times a month,categories,First page,5,Maybe,Sometimes,others,Never,Yes,Moderately,No,3,No,2,1,User-friendly website/app interface,.,679428
2023/06/09 7:22:11 PM GMT+5:30,8,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,nan,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,3,No,4,1,Customer service ,Add more familiar brands to the list,215388
2023/06/07 9:20:34 AM GMT+5:30,4,Male,Once a week,Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,1,No,Always,others,Sometimes,No,Rarely,Sometimes,1,Yes,4,4,Customer service ,better app interface and lower shipping charges,762372
2023/06/08 5:55:15 PM GMT+5:30,47,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple times a day,nan,First page,2,Maybe,Rarely,others,Never,No,Never,No,3,Sometimes,2,1,Customer service,Shipping speed and reliability,875172
2023/06/06 7:18:01 PM GMT+5:30,21,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,4,No,5,1,Product recommendations,Quality of product is very poor according to the big offers,136717
2023/06/12 3:29:20 PM GMT+5:30,12,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Filter,Multiple pages,2,Yes,Always,High shipping costs,Always,No,Moderately,Sometimes,1,Sometimes,4,4,Competitive prices,Irrelevant product suggestions,803430
2023/06/06 10:07:39 AM GMT+5:30,38,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Multiple times a day,Filter,Multiple pages,2,Yes,Often,others,Often,No,Heavily,Yes,5,Yes,2,5,User-friendly website/app interface,UI,789771
2023/06/11 10:47:42 PM GMT+5:30,23,Male,Once a month,Clothing and Fashion,Yes,Few times a week,others,Multiple pages,4,Maybe,Sometimes,others,Always,No,Occasionally,No,3,No,4,5,All the above,Irrelevant product suggestions,858006
2023/06/04 6:31:41 PM GMT+5:30,64,Male,Once a week,Groceries and Gourmet Food,Sometimes,Few times a week,Keyword,First page,3,No,Rarely,others,Never,No,Occasionally,No,3,Yes,4,3,User-friendly website/app interface,better app interface and lower shipping charges,242667
2023/06/08 6:00:20 PM GMT+5:30,45,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,4,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,4,No,2,5,Competitive prices,.,966857
2023/06/05 2:21:37 PM GMT+5:30,56,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,others,First page,4,Yes,Sometimes,High shipping costs,Never,Yes,Moderately,Yes,3,No,3,1,Quick delivery,Nothing,305127
2023/06/11 9:53:31 AM GMT+5:30,10,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,2,No,Never,High shipping costs,Rarely,Yes,Rarely,Yes,4,Yes,5,1,Quick delivery,User interface ,656921
2023/06/08 5:19:41 PM GMT+5:30,36,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,nan,First page,2,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,3,Yes,1,1,.,Product quality and accuracy,948185
2023/06/12 3:49:27 PM GMT+5:30,19,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,others,Multiple pages,2,Maybe,Never,High shipping costs,Never,Yes,Never,Sometimes,2,No,1,3,Quick delivery,better app interface and lower shipping charges,352366
2023/06/10 2:41:51 PM GMT+5:30,38,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,nan,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Yes,4,Sometimes,5,3,User-friendly website/app interface,User interface of app,262528
2023/06/07 1:49:06 PM GMT+5:30,10,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Keyword,First page,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Moderately,Sometimes,2,Sometimes,2,1,Product recommendations,better app interface and lower shipping charges,736251
2023/06/07 9:23:41 PM GMT+5:30,58,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Filter,First page,4,Yes,Rarely,High shipping costs,Never,No,Never,Yes,2,Sometimes,1,2,Product recommendations,Reducing packaging waste,738973
2023/06/08 9:17:38 PM GMT+5:30,12,Female,Few times a month,others,Sometimes,Few times a week,Keyword,First page,5,Maybe,Sometimes,others,Rarely,Yes,Moderately,Yes,1,No,2,1,Customer service,Quality of product is very poor according to the big offers,263618
2023/06/08 7:46:31 PM GMT+5:30,59,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,nan,Multiple pages,2,Yes,Often,others,Often,No,Never,No,5,No,3,2,Customer service ,Add more familiar brands to the list,552227
2023/06/05 1:32:57 PM GMT+5:30,30,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Keyword,Multiple pages,3,No,Never,High shipping costs,Sometimes,Yes,Rarely,No,5,Sometimes,1,1,Quick delivery,Nil,757759
2023/06/08 5:15:27 PM GMT+5:30,42,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,2,Yes,Sometimes,High shipping costs,Always,Yes,Occasionally,Sometimes,3,Sometimes,2,4,Product recommendations,.,334710
2023/06/04 8:54:36 PM GMT+5:30,11,Others,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,categories,First page,4,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,5,No,4,4,Wide product selection,.,632700
2023/06/05 9:56:02 PM GMT+5:30,11,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,categories,First page,1,Maybe,Never,Found a better price elsewhere,Never,No,Rarely,Yes,5,No,2,1,Competitive prices,User interface of app,991014
2023/06/06 10:22:47 AM GMT+5:30,43,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Filter,First page,2,Yes,Never,Changed my mind or no longer need the item,Always,Yes,Never,Yes,2,Yes,1,2,User-friendly website/app interface,Reducing packaging waste,321203
2023/06/07 10:10:26 PM GMT+5:30,34,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,categories,First page,3,Maybe,Often,others,Rarely,Yes,Never,No,4,No,5,2,All the above,User interface ,999961
2023/06/08 5:57:34 PM GMT+5:30,17,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,5,Maybe,Never,others,Often,No,Occasionally,No,5,Yes,2,4,Customer service,Scrolling option would be much better than going to next page,572856
2023/06/11 9:31:41 AM GMT+5:30,47,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Multiple times a day,others,First page,1,No,Never,Changed my mind or no longer need the item,Never,Yes,Never,No,5,Yes,2,4,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,349186
2023/06/11 10:52:47 PM GMT+5:30,26,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,5,No,Rarely,others,Rarely,Yes,Moderately,No,4,Yes,4,2,Customer service,Scrolling option would be much better than going to next page,827736
2023/06/07 6:16:51 PM GMT+5:30,25,Others,Few times a month,Home and Kitchen,Yes,Multiple times a day,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,2,No,3,4,Customer service,Product quality and accuracy,180117
2023/06/07 9:35:08 PM GMT+5:30,13,Prefer not to say,Multiple times a week,Beauty and Personal Care;others,No,Few times a month,others,First page,3,No,Always,Found a better price elsewhere,Never,No,Heavily,No,5,Sometimes,4,5,Competitive prices,Reducing packaging waste,626958
2023/06/08 5:33:12 PM GMT+5:30,16,Prefer not to say,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,categories,First page,5,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,3,Yes,1,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,975596
2023/06/06 12:00:16 PM GMT+5:30,33,Male,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,others,First page,4,Yes,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Sometimes,2,Yes,5,5,Customer service ,Irrelevant product suggestions,590055
2023/06/10 2:41:51 PM GMT+5:30,43,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,nan,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Sometimes,4,Yes,3,5,Customer service,Quality of product is very poor according to the big offers,216491
2023/06/04 7:45:33 PM GMT+5:30,46,Others,Once a week,Beauty and Personal Care;others,No,Few times a week,Keyword,Multiple pages,1,No,Always,others,Sometimes,No,Heavily,Yes,3,Sometimes,1,4,Product recommendations,User interface ,758785
2023/06/12 3:53:28 PM GMT+5:30,47,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,Keyword,First page,4,Maybe,Never,others,Always,No,Never,Yes,5,No,4,1,Wide product selection,UI,370057
2023/06/06 8:56:17 PM GMT+5:30,58,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Never,others,Sometimes,Yes,Rarely,Sometimes,2,Yes,3,3,Wide product selection,Irrelevant product suggestions,958908
2023/06/05 9:56:58 AM GMT+5:30,67,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,First page,5,No,Always,High shipping costs,Often,No,Occasionally,Sometimes,4,Yes,4,2,Quick delivery,No problems with Amazon,434554
2023/06/08 5:30:12 PM GMT+5:30,14,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,nan,Multiple pages,5,No,Rarely,Found a better price elsewhere,Sometimes,No,Never,Yes,1,No,2,3,.,Add more familiar brands to the list,859037
2023/06/08 5:37:58 PM GMT+5:30,38,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,nan,First page,5,No,Often,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,5,Yes,5,5,.,Customer service responsiveness,118464
2023/06/05 10:53:16 AM GMT+5:30,30,Others,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,categories,First page,4,No,Always,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,4,1,Product recommendations,UI,217579
2023/06/06 8:56:17 PM GMT+5:30,12,Prefer not to say,Few times a month,Clothing and Fashion;others,Sometimes,Multiple times a day,categories,First page,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,3,Wide product selection,Reducing packaging waste,937529
2023/06/09 10:28:23 AM GMT+5:30,44,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,No,4,Yes,1,1,Quick delivery,No problems with Amazon,390627
2023/06/04 8:00:11 PM GMT+5:30,66,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,categories,Multiple pages,4,Yes,Often,others,Never,Yes,Rarely,Sometimes,5,Sometimes,5,1,Competitive prices,Reducing packaging waste,771953
2023/06/07 12:13:39 PM GMT+5:30,24,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,5,Maybe,Rarely,others,Always,No,Occasionally,Sometimes,2,No,5,4,User-friendly website/app interface,Irrelevant product suggestions,436848
2023/06/07 6:20:53 PM GMT+5:30,53,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,others,First page,3,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,No,4,Sometimes,1,3,Wide product selection,Nil,979312
2023/06/08 5:38:57 PM GMT+5:30,13,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,nan,First page,2,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,2,Sometimes,3,2,All the above,User interface of app,468007
2023/06/07 8:20:23 PM GMT+5:30,11,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website/app interface,User interface of app,395738
